,Abiotrophia,Acetoanaerobium,Acetobacter,Acetobacterium,Acholeplasma,Achromobacter,Acidianus,Acidibrevibacterium,Acidiferrobacter,Acidihalobacter,Acidipropionibacterium,Acidithiobacillus,Acidobacterium,Acidovorax,Acinetobacter,Actinoalloteichus,Actinobaculum,Actinomadura,Actinomyces,Actinoplanes,Actinopolymorpha,Actinopolyspora,Actinosynnema,Actinotalea,Actinotignum,Aequorivita,Aeribacillus,Aerococcus,Aeromicrobium,Aeromonas,Afipia,Agarilytica,Aggregatibacter,Agrobacterium,Agrococcus,Agromyces,Ahniella,Akkermansia,Alcaligenes,Alcanivorax,Algibacter,Alicycliphilus,Alicyclobacillus,Alienimonas,Aliivibrio,Alistipes,Alkalihalobacillus,Alkaliphilus,Allokutzneria,Alloprevotella,Alphabaculovirus,Alphapapillomavirus,Alpharetrovirus,Alphatorquevirus,Altererythrobacter,Alteromonas,Amedibacterium,Aminipila,Aminobacter,Amphibacillus,Amycolatopsis,Anabaena,Anaerobutyricum,Anaerococcus,Anaerocolumna,Anaeromyxobacter,Anaerostipes,Anaerotignum,Anaposvirus,Ancylobacter,Andhravirus,Andrewvirus,Aneurinibacillus,Anoxybacillus,Anoxybacter,Anseongella,Antarcticibacterium,Antarctobacter,Apibacter,Aquabacterium,Aquaspirillum,Aquicella,Aquiflexum,Aquimarina,Aquisphaera,Aquitalea,Arachidicoccus,Arcanobacterium,Archangium,Arcobacter,Arcticibacterium,Arenibacter,Arenimonas,Arsenophonus,Arthrobacter,Asaia,Asticcacaulis,Athalassotoga,Atlantibacter,Atopobium,Aurantimicrobium,Auraticoccus,Aureimonas,Aureitalea,Auricoccus,Auritidibacter,Avibacterium,Azoarcus,Azorhizobium,Azospira,Azospirillum,Azotobacter,Bacillus,Bacterioplanes,Bacteriovorax,Bacteroides,Baekduia,Baikalvirus,Baltimorevirus,Barnesiella,Bartonella,Basfia,Basilea,Batrachovirus,Bdellovibrio,Belliella,Bequatrovirus,Bergeyella,Bermanella,Bernardetia,Betabaculovirus,Betacoronavirus,Betapolyomavirus,Bifidobacterium,Blastochloris,Blastococcus,Blastomonas,Blattabacterium,Blautia,Bordetella,Borrelia,Borreliella,Bosea,Brachybacterium,Brachyspira,Bradyrhizobium,Brasilonema,Brenneria,Brevibacillus,Brevibacterium,Brevundimonas,Brochothrix,Brucella,Buchnera,Burkholderia,Butyricimonas,Butyrivibrio,Caballeronia,Caldanaerobacter,Caldicellulosiruptor,Caldilinea,Caldisericum,Calditerrivibrio,Caloramator,Caloranaerobacter,Calothrix,Caminibacter,Campylobacter,Candidatus Accumulibacter,Candidatus Annandia,Candidatus Aquiluna,Candidatus Arthromitus,Candidatus Atelocyanobacterium,Candidatus Azobacteroides,Candidatus Babela,Candidatus Bipolaricaulis,Candidatus Blochmannia,Candidatus Cardinium,Candidatus Cloacimonas,Candidatus Cyclonatronum,Candidatus Cytomitobacter,Candidatus Deianiraea,Candidatus Desulfofervidus,Candidatus Desulforudis,Candidatus Evansia,Candidatus Fukatsuia,Candidatus Hamiltonella,Candidatus Hepatoplasma,Candidatus Hodgkinia,Candidatus Izimaplasma,Candidatus Kinetoplastibacterium,Candidatus Kuenenia,Candidatus Methylopumilus,Candidatus Nanopelagicus,Candidatus Nitrosocaldus,Candidatus Nitrosocosmicus,Candidatus Nitrosopelagicus,Candidatus Nitrosotalea,Candidatus Paracaedibacter,Candidatus Pelagibacter,Candidatus Phaeomarinobacter,Candidatus Phycorickettsia,Candidatus Planktophila,Candidatus Portiera,Candidatus Prometheoarchaeum,Candidatus Promineofilum,Candidatus Puniceispirillum,Candidatus Reidiella,Candidatus Sulcia,Candidatus Symbiobacter,Candidatus Syntrophocurvum,Candidatus Xiphinematobacter,Capnocytophaga,Caproiciproducens,Carnobacterium,Casimicrobium,Castellaniella,Catenovulum,Catenulispora,Caulobacter,Cedecea,Celeribacter,Cellulomonas,Cellulophaga,Cellulosilyticum,Cellulosimicrobium,Cellvibrio,Chamaesiphon,Changchengzhania,Chelativorans,Chelatococcus,Chitinibacter,Chitinimonas,Chitinolyticbacter,Chitinophaga,Chlamydia,Chlorobaculum,Chlorobium,Chloroflexus,Chondromyces,Chromobacterium,Chromohalobacter,Chroococcidiopsis,Chryseobacterium,Chryseoglobus,Citricoccus,Citrobacter,Clavibacter,Cloacibacillus,Cloacibacterium,Clostridioides,Clostridium,Cnuibacter,Cobetia,Coccolithovirus,Cohnella,Collimonas,Collinsella,Colwellia,Comamonas,Commensalibacter,Conexibacter,Coriobacterium,Corynebacterium,Coxiella,Crassaminicella,Crenobacter,Crinalium,Croceicoccus,Cronobacter,Cryobacterium,Cryptobacterium,Cuniculiplasma,Cupriavidus,Curtobacterium,Curvibacter,Cutibacterium,Cyanobacterium,Cyanobium,Cyclobacterium,Cycloclasticus,Cylindrospermum,Cyprinivirus,Cystobacter,Cytomegalovirus,Dactylococcopsis,Dechloromonas,Deferribacter,Defluviitoga,Dehalobacter,Dehalococcoides,Deinococcus,Delftia,Denitratisoma,Denitrobacterium,Dermabacter,Dermacoccus,Dermatophilus,Desulfallas,Desulfarculus,Desulfitobacterium,Desulfobacca,Desulfobacter,Desulfobacula,Desulfococcus,Desulfomonile,Desulfosporosinus,Desulfotomaculum,Desulfovibrio,Desulfurella,Desulfurispirillum,Desulfurivibrio,Desulfurobacterium,Desulfuromonas,Devosia,Devriesea,Dialister,Diaminobutyricimonas,Diaphorobacter,Dichelobacter,Dickeya,Dictyoglomus,Dietzia,Dinoroseobacter,Dokdonia,Dolichospermum,Dolosigranulum,Draconibacterium,Duganella,Dyella,Dysgonomonas,Echinicola,Ectothiorhodospira,Edaphobacter,Edwardsiella,Eggerthella,Egibacter,Ehrlichia,Eikenella,Elizabethkingia,Empedobacter,Ensifer,Enterobacter,Enterocloster,Enterococcus,Entomoplasma,Epidermidibacterium,Erwinia,Erysipelatoclostridium,Erysipelothrix,Erythrobacter,Escherichia,Eubacterium,Euhalothece,Euzebya,Euzebyella,Exiguobacterium,Ezakiella,Faecalibacterium,Faecalibaculum,Faecalitalea,Fastidiosipila,Fermentimonas,Ferrimonas,Ferriphaselus,Ferroplasma,Ferrovibrio,Fervidobacterium,Fibrella,Fibrobacter,Fictibacillus,Filifactor,Fimbriimonas,Finegoldia,Fischerella,Flagellimonas,Flammeovirga,Flaviflexus,Flavisolibacter,Flavivirga,Flavobacterium,Flavonifractor,Flexistipes,Flintibacter,Fluviicola,Formosa,Francisella,Frankia,Frateuria,Frederiksenia,Friedmanniella,Frischella,Frondihabitans,Fusobacterium,Galbibacter,Gallaecimonas,Gamaleyavirus,Gammapolyomavirus,Gardnerella,Gemella,Geminocystis,Gemmata,Gemmatimonas,Gemmatirosa,Gemmobacter,Gemykibivirus,Geobacillus,Geobacter,Georgenia,Geosporobacter,Gilliamella,Gimesia,Gloeobacter,Gloeocapsa,Gloeomargarita,Gloeothece,Gluconobacter,Glutamicibacter,Glycocaulis,Gordonia,Gordonibacter,Gorganvirus,Gottschalkia,Gramella,Granulibacter,Granulicella,Granulosicoccus,Gryllotalpicola,Gudongella,Haematobacter,Haemophilus,Hafnia,Hahella,Halanaerobium,Halarcobacter,Haliscomenobacter,Haloactinobacterium,Halobacillus,Halobacteroides,Halocella,Haloferax,Halomicronema,Halomonas,Halopiger,Haloplanus,Haloquadratum,Halorussus,Halotalea,Halothermothrix,Halothiobacillus,Hartmannibacter,Hathewaya,Helicobacter,Heliorestis,Herbaspirillum,Herbiconiux,Herbinix,Herminiimonas,Hippea,Hirschia,Histophilus,Homo,Hoyosella,Humibacter,Hungateiclostridium,Hungatella,Hydrocarboniclastica,Hydrogenobaculum,Hydrogenophaga,Hydrogenophilus,Hylemonella,Hymenobacter,Hypericibacter,Hyphomicrobium,Idiomarina,Ignavibacterium,Ilumatobacter,Ilyobacter,Immundisolibacter,Inhella,Intrasporangium,Iodobacter,Isoptericola,Isosphaera,Izhakiella,Janibacter,Jannaschia,Janthinobacterium,Jatrophihabitans,Jeongeupia,Jeotgalibaca,Jeotgalibacillus,Jeotgalicoccus,Jiangella,Jonquetella,Kangiella,Kayfunavirus,Kerstersia,Kineococcus,Kitasatospora,Klebsiella,Kluyvera,Kocuria,Komagataeibacter,Kordia,Kosakonia,Kosmotoga,Kozakia,Kribbella,Ktedonosporobacter,Kurthia,Kutzneria,Kyrpidia,Kytococcus,Labilibaculum,Labilithrix,Labrenzia,Labrys,Laceyella,Lachnoanaerobaculum,Lachnoclostridium,Lachnospira,Lacibacter,Lacinutrix,Lacrimispora,Lactobacillus,Lactococcus,Laribacter,Lautropia,Lawsonella,Leclercia,Legionella,Leifsonia,Leisingera,Lelliottia,Lentibacillus,Leptolyngbya,Leptospira,Leptothrix,Leptotrichia,Leucobacter,Leuconostoc,Libanicoccus,Liberibacter,Lichenihabitans,Limihaloglobus,Limnobaculum,Limnochorda,Limnoglobus,Limnohabitans,Listeria,Longibaculum,Luteibacter,Luteimicrobium,Luteimonas,Luteipulveratus,Luteitalea,Luteolibacter,Lutibacter,Lymphocryptovirus,Lysinibacillus,Lysobacter,Macrococcus,Mageeibacillus,Magnetococcus,Magnetospirillum,Mahella,Mannheimia,Mardivirus,Maribacter,Mariniflexile,Marinilactibacillus,Marinitoga,Marinobacter,Marinobacterium,Marinomonas,Marinovum,Marisediminicola,Maritalea,Marivirga,Marmoricola,Martelella,Massilia,Massilistercora,Mediterraneibacter,Megamonas,Megasphaera,Meiothermus,Melaminivora,Melissococcus,Mesobacillus,Mesoplasma,Mesorhizobium,Metabacillus,Metallosphaera,Methanobacterium,Methanobrevibacter,Methanocaldococcus,Methanocella,Methanococcus,Methanoplanus,Methanosarcina,Methanosphaera,Methanothermobacter,Methanothermus,Methanotorris,Methylacidiphilum,Methylibium,Methylobacillus,Methylobacterium,Methyloceanibacter,Methylocella,Methylococcus,Methylocystis,Methylomicrobium,Methylomusa,Methylophilus,Methylorubrum,Methylotenera,Methyloversatilis,Methylovorus,Micavibrio,Microbacterium,Microbulbifer,Micrococcus,Microcoleus,Microcystis,Microlunatus,Micromonospora,Micropruina,Microterricola,Microvirga,Microvirgula,Mimivirus,Miniimonas,Mitsuaria,Mixta,Mobiluncus,Modestobacter,Mogibacterium,Moorea,Moorella,Moraxella,Moritella,Mucilaginibacter,Mumia,Murdochiella,Muribaculum,Muricauda,Muriicola,Mycobacterium,Mycobacteroides,Mycolicibacter,Mycolicibacterium,Mycoplasma,Myroides,Myxococcus,Nakamurella,Natranaerobius,Nautilia,Ndongobacter,Neisseria,Neoasaia,Neobacillus,Neomicrococcus,Neorhizobium,Neorickettsia,Neptunomonas,Nesterenkonia,Niabella,Niastella,Nibribacter,Nissabacter,Nitratireductor,Nitrobacter,Nitrosomonas,Nitrosopumilus,Nitrososphaera,Nitrosospira,Nitrospira,Nitrospirillum,Niveispirillum,Nocardia,Nocardioides,Nocardiopsis,Nodularia,Nonlabens,Nonomuraea,Nostoc,Noviherbaspirillum,Novosphingobium,Obesumbacterium,Oceanihabitans,Oceanisphaera,Oceanispirochaeta,Oceanobacillus,Ochrobactrum,Octadecabacter,Odoribacter,Oenococcus,Oerskovia,Oleiphilus,Oleispira,Olleya,Olsenella,Opitutus,Orbus,Oricola,Orientia,Ornithinimicrobium,Ornithobacterium,Orrella,Orthobunyavirus,Orthohantavirus,Oryzomicrobium,Oscillibacter,Ottowia,Owenweeksia,Paenarthrobacter,Paenibacillus,Paeniclostridium,Paenisporosarcina,Pahexavirus,Paludibacter,Panacibacter,Pandoraea,Pandoravirus,Pannonibacter,Pantoea,Parabacteroides,Paraburkholderia,Parachlamydia,Paraclostridium,Paracoccus,Paraflavitalea,Parageobacillus,Paraglaciecola,Paraoceanicella,Paraoerskovia,Paraphotobacterium,Parasaccharibacter,Parasedimentitalea,Parashewanella,Parasphingopyxis,Parvimonas,Pasteurella,Paucibacter,Pauljensenia,Pectobacterium,Pediococcus,Pedobacter,Pelagibaca,Pelobacter,Pelosinus,Peptacetobacter,Peptoclostridium,Peptoniphilus,Peribacillus,Petrocella,Petrotoga,Phaeobacter,Phascolarctobacterium,Phenylobacterium,Phietavirus,Phifelvirus,Phocaeicola,Phoenicibacter,Photobacterium,Photorhabdus,Phreatobacter,Phycicoccus,Phycisphaera,Phyllobacterium,Pigmentiphaga,Pimelobacter,Piscirickettsia,Pistricoccus,Planctomyces,Planctopirus,Planktomarina,Planococcus,Planomicrobium,Plantactinospora,Plantibacter,Pluralibacter,Polaribacter,Polaromonas,Polymorphum,Polynucleobacter,Pontibacillus,Pontibacter,Pontimonas,Porphyrobacter,Porphyromonas,Pragia,Prauserella,Prevotella,Proboscivirus,Prochlorococcus,Propionibacterium,Propioniciclava,Propionimicrobium,Prosthecochloris,Protaetiibacter,Proteiniphilum,Proteus,Providencia,Pseudactinotalea,Pseudanabaena,Pseudarthrobacter,Pseudescherichia,Pseudoalteromonas,Pseudoarcobacter,Pseudobacter,Pseudogulbenkiania,Pseudohongiella,Pseudolabrys,Pseudoleptotrichia,Pseudomonas,Pseudonocardia,Pseudopropionibacterium,Pseudorhodoplanes,Pseudothermotoga,Pseudoxanthomonas,Psychrobacillus,Psychrobacter,Psychroflexus,Psychromicrobium,Psychromonas,Pulveribacter,Pusillimonas,Pyrococcus,Pyrolobus,Rahnella,Raineyella,Ralstonia,Ramlibacter,Raoultella,Rathayibacter,Renibacterium,Rheinheimera,Rhizobacter,Rhizobium,Rhizorhabdus,Rhodanobacter,Rhodobacter,Rhodococcus,Rhodocytophaga,Rhodoferax,Rhodomicrobium,Rhodoplanes,Rhodopseudomonas,Rhodospirillum,Rhodovulum,Rickettsia,Rickettsiella,Riemerella,Rivularia,Rodentibacter,Romboutsia,Roseateles,Roseburia,Roseiflexus,Roseimicrobium,Roseitalea,Roseobacter,Roseolovirus,Roseomonas,Roseovarius,Rothia,Ruania,Rubinisphaera,Rubrivivax,Rubrobacter,Rufibacter,Ruminococcus,Rummeliibacillus,Runella,Ruthenibacterium,Saccharibacillus,Saccharomonospora,Saccharopolyspora,Saccharothrix,Salinarchaeum,Salinibacterium,Salinicoccus,Salinimonas,Salinivibrio,Salmonella,Sandaracinobacter,Sanguibacter,Scardovia,Schaalia,Sebaldella,Sedimentisphaera,Sediminispirochaeta,Segniliparus,Selenomonas,Sepunavirus,Serinicoccus,Serpentinomonas,Serratia,Shewanella,Shigella,Shimwellia,Shinella,Silvanigrella,Simiduia,Simonsiella,Simpcentumvirus,Simplexvirus,Simplicispira,Sinomonas,Sinorhizobium,Skermanella,Skunavirus,Sneathia,Snodgrassella,Sodalis,Solibacillus,Sorangium,Sphaerobacter,Sphaerochaeta,Sphaerotilus,Sphingobacterium,Sphingobium,Sphingomonas,Sphingopyxis,Sphingorhabdus,Sphingosinicella,Sphingosinithalassobacter,Spiribacter,Spiroplasma,Spirosoma,Sporolactobacillus,Sporosarcina,Stackebrandtia,Stanholtvirus,Stanieria,Staphylococcus,Staphylospora,Staphylothermus,Stappia,Starkeya,Stella,Stenotrophomonas,Sterolibacterium,Stigmatella,Streptacidiphilus,Streptobacillus,Streptococcus,Streptomonospora,Streptomyces,Streptosporangium,Succinivibrio,Suicoccus,Sulfitobacter,Sulfodiicoccus,Sulfolobus,Sulfuricaulis,Sulfuricella,Sulfuriferula,Sulfurifustis,Sulfurihydrogenibium,Sulfurimonas,Sulfuritalea,Sulfuritortus,Sulfurospirillum,Synechococcus,Synechocystis,Syntrophobotulus,Tabrizicola,Tannerella,Tardibacter,Tardiphaga,Taylorella,Tenacibaculum,Tepidanaerobacter,Tepidiforma,Tequatrovirus,Tessaracoccus,Tetragenococcus,Tetrasphaera,Thalassobius,Thalassococcus,Thalassospira,Thalassotalea,Thauera,Thermaerobacter,Thermoanaerobacter,Thermoanaerobacterium,Thermobifida,Thermochromatium,Thermococcus,Thermocrinis,Thermodesulfobacterium,Thermodesulfobium,Thermofilum,Thermoleptolyngbya,Thermomicrobium,Thermomonas,Thermomonospora,Thermosipho,Thermosulfurimonas,Thermosynechococcus,Thermotoga,Thermovirga,Thermus,Thioalkalivibrio,Thioclava,Thiodictyon,Thioflavicoccus,Thiomicrorhabdus,Thiomicrospira,Thiomonas,Tissierella,Tolumonas,Tolypothrix,Tomitella,Treponema,Trichodesmium,Trichormus,Trueperella,Tsukamurella,Turicibacter,Turneriella,Twortvirus,Undibacterium,Ureaplasma,Ureibacillus,Vagococcus,Variibacter,Variovorax,Veillonella,Verminephrobacter,Vespertiliibacter,Vibrio,Virgibacillus,Vitreoscilla,Vogesella,Vulgatibacter,Weissella,Wenyingzhuangia,Wenzhouxiangella,Winogradskyella,Woeseia,Wolbachia,Wolinella,Xanthobacter,Xanthomonas,Xenorhabdus,Xylanimicrobium,Xylanimonas,Xylella,Xylophilus,Yersinia,Yoonia,Youhaiella,Yuavirus,Zhihengliuella,Zobellella,Zunongwangia,Zymomonas
s2674,0,0,0,0,0,13,0,0,0,1,0,0,0,9,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,9,1,0,0,1,1,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,33,0,0,0,1,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,19,2,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,149,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,1,0,0,0,1,0,1,0,0,5,0,12,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,127,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,3,17,0,1,1,2,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,42,1,1,0,0,0,0,0,0,0,0,0,0,44,0,0,0,1,0,14,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0
s2677,0,0,0,0,0,1,0,1,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,24,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,77,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,1,1,2,0,0,2,9,0,0,0,4,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,4,48,1,0,0,0,1,0,0,0,0,0,0,0,171,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
